"transactionID","value"
1341,"sandwich bags"
1342,"spaghetti sauce"
1345,"eggs"
1347,"soap"
1348,"pork"
1349,"yogurt"
1350,"vegetables"
1351,"soda"
1352,"ice cream"
1353,"toilet paper"
1354,"cereals"
1355,"vegetables"
1358,"eggs"
1359,"waffles"
1360,"ketchup"
1361,"eggs"
1362,"eggs"
1366,"fruits"
1367,"vegetables"
1368,"sandwich loaves"
1370,"eggs"
1372,"fruits"
1374,"pasta"
1375,"bagels"
1376,"ice cream"
1377,"poultry"
1378,"toilet paper"
1379,"bagels"
1381,"shampoo"
1382,"mixes"
1383,"lunch meat"
1384,"vegetables"
1385,"bagels"
1386,"sugar"
1387,"cereals"
1388,"pork"
1389,"hand soap"
1390,"dinner rolls"
1391,"aluminum foil"
1392,"soap"
1393,"soap"
1394,"beef"
1395,"cheeses"
1397,"mixes"
1400,"cheeses"
1401,"beef"
1402,"soda"
1403,"pasta"
1406,"dinner rolls"
1407,"paper towels"
1408,"vegetables"
1409,"eggs"
1411,"waffles"
1412,"yogurt"
1414,"vegetables"
1415,"soda"
1416,"hand soap"
1418,"butter"
1419,"shampoo"
1420,"eggs"
1421,"pasta"
1422,"shampoo"
1423,"vegetables"
1424,"butter"
1425,"aluminum foil"
1426,"juice"
1427,"waffles"
1429,"butter"
1431,"milk"
1433,"eggs"
1434,"individual meals"
1435,"vegetables"
1436,"dishwashing liquid/detergent"
1437,"cheeses"
1439,"coffee/tea"
1440,"tortillas"
1441,"aluminum foil"
1442,"toilet paper"
1443,"poultry"
1444,"pasta"
1445,"dishwashing liquid/detergent"
1446,"sandwich loaves"
1448,"ketchup"
1449,"vegetables"
1450,"beef"
1451,"individual meals"
1453,"beef"
1455,"sugar"
1456,"tortillas"
1457,"ice cream"
1458,"waffles"
1459,"fruits"
1460,"lunch meat"
1461,"yogurt"
1462,"tortillas"
1463,"spaghetti sauce"
1465,"waffles"
1467,"all- purpose"
1470,"sugar"
1471,"yogurt"
1472,"sandwich loaves"
1473,"toilet paper"
1475,"bagels"
1476,"cheeses"
1477,"sandwich loaves"
1478,"all- purpose"
1479,"coffee/tea"
1480,"dinner rolls"
1482,"vegetables"
1483,"juice"
1484,"soap"
1486,"poultry"
1487,"yogurt"
1488,"yogurt"
1489,"yogurt"
1490,"butter"
1491,"soda"
1492,"toilet paper"
1493,"poultry"
1495,"beef"
1496,"eggs"
1497,"shampoo"
1498,"sugar"
1,"all- purpose"
2,"waffles"
3,"poultry"
5,"vegetables"
6,"cereals"
7,"ketchup"
10,"vegetables"
11,"sandwich loaves"
12,"laundry detergent"
13,"shampoo"
14,"vegetables"
15,"paper towels"
16,"ice cream"
19,"bagels"
20,"aluminum foil"
23,"flour"
24,"spaghetti sauce"
25,"dishwashing liquid/detergent"
26,"butter"
27,"ice cream"
28,"soda"
29,"vegetables"
31,"hand soap"
32,"soda"
33,"paper towels"
34,"tortillas"
35,"sandwich loaves"
36,"ketchup"
38,"toilet paper"
39,"tortillas"
40,"shampoo"
41,"toilet paper"
42,"aluminum foil"
43,"cereals"
44,"dishwashing liquid/detergent"
45,"spaghetti sauce"
46,"ketchup"
47,"laundry detergent"
48,"cereals"
49,"all- purpose"
50,"mixes"
51,"coffee/tea"
52,"beef"
53,"milk"
54,"dinner rolls"
55,"dinner rolls"
56,"shampoo"
57,"vegetables"
58,"pasta"
59,"cereals"
62,"pasta"
63,"all- purpose"
64,"cheeses"
65,"milk"
66,"ketchup"
67,"pasta"
68,"paper towels"
71,"eggs"
72,"dishwashing liquid/detergent"
73,"vegetables"
74,"shampoo"
76,"vegetables"
77,"sugar"
79,"waffles"
80,"spaghetti sauce"
81,"dishwashing liquid/detergent"
82,"fruits"
83,"coffee/tea"
85,"ketchup"
86,"vegetables"
87,"dishwashing liquid/detergent"
88,"vegetables"
89,"soap"
91,"all- purpose"
92,"ketchup"
93,"beef"
94,"waffles"
95,"sandwich bags"
99,"aluminum foil"
100,"dinner rolls"
101,"poultry"
104,"lunch meat"
105,"waffles"
106,"soda"
107,"lunch meat"
108,"hand soap"
109,"pasta"
110,"pork"
111,"flour"
112,"sugar"
113,"dinner rolls"
114,"pasta"
116,"flour"
117,"fruits"
118,"flour"
119,"paper towels"
121,"flour"
122,"waffles"
123,"coffee/tea"
124,"eggs"
125,"yogurt"
127,"tortillas"
128,"butter"
130,"aluminum foil"
131,"vegetables"
132,"milk"
133,"waffles"
134,"bagels"
135,"mixes"
136,"sandwich bags"
137,"aluminum foil"
138,"beef"
139,"sandwich bags"
140,"individual meals"
143,"mixes"
144,"toilet paper"
146,"butter"
148,"sugar"
149,"pork"
150,"spaghetti sauce"
151,"beef"
153,"dishwashing liquid/detergent"
154,"aluminum foil"
156,"poultry"
157,"vegetables"
158,"laundry detergent"
159,"bagels"
161,"dinner rolls"
162,"fruits"
164,"eggs"
166,"coffee/tea"
167,"bagels"
169,"vegetables"
171,"toilet paper"
172,"vegetables"
173,"pasta"
174,"pork"
175,"juice"
176,"lunch meat"
179,"spaghetti sauce"
180,"toilet paper"
182,"lunch meat"
184,"tortillas"
185,"cereals"
186,"ketchup"
187,"hand soap"
188,"pasta"
189,"ice cream"
190,"dishwashing liquid/detergent"
191,"sugar"
192,"ketchup"
193,"soap"
194,"bagels"
196,"all- purpose"
197,"ice cream"
199,"soda"
200,"juice"
201,"individual meals"
202,"vegetables"
203,"fruits"
204,"flour"
205,"spaghetti sauce"
207,"bagels"
209,"coffee/tea"
210,"pork"
211,"sandwich bags"
212,"bagels"
214,"spaghetti sauce"
215,"milk"
216,"sandwich loaves"
217,"soap"
219,"bagels"
220,"fruits"
221,"paper towels"
222,"mixes"
223,"soap"
225,"pork"
226,"individual meals"
227,"dishwashing liquid/detergent"
229,"lunch meat"
230,"ice cream"
231,"shampoo"
232,"cheeses"
234,"waffles"
235,"toilet paper"
236,"coffee/tea"
237,"spaghetti sauce"
238,"vegetables"
239,"paper towels"
240,"spaghetti sauce"
241,"spaghetti sauce"
244,"individual meals"
245,"all- purpose"
246,"all- purpose"
249,"sandwich loaves"
250,"laundry detergent"
252,"individual meals"
253,"bagels"
254,"dinner rolls"
257,"spaghetti sauce"
259,"lunch meat"
260,"individual meals"
261,"cheeses"
262,"ketchup"
263,"laundry detergent"
265,"dinner rolls"
266,"sandwich bags"
268,"spaghetti sauce"
269,"spaghetti sauce"
270,"beef"
271,"milk"
272,"soda"
273,"laundry detergent"
274,"flour"
276,"milk"
278,"eggs"
279,"all- purpose"
281,"pasta"
283,"yogurt"
284,"laundry detergent"
285,"toilet paper"
286,"sandwich bags"
287,"cereals"
288,"soda"
290,"spaghetti sauce"
292,"cereals"
294,"hand soap"
295,"ketchup"
296,"vegetables"
298,"eggs"
299,"eggs"
301,"dinner rolls"
302,"soda"
304,"vegetables"
305,"soap"
307,"yogurt"
309,"bagels"
310,"vegetables"
311,"sugar"
312,"individual meals"
313,"paper towels"
315,"paper towels"
316,"sugar"
317,"sugar"
319,"cereals"
320,"sandwich bags"
322,"paper towels"
323,"sandwich bags"
324,"pork"
325,"ice cream"
326,"eggs"
327,"cheeses"
328,"cheeses"
330,"bagels"
331,"tortillas"
332,"beef"
333,"cereals"
334,"eggs"
335,"soap"
336,"vegetables"
337,"individual meals"
338,"poultry"
339,"butter"
340,"lunch meat"
342,"vegetables"
343,"soap"
346,"juice"
347,"soap"
348,"sandwich bags"
350,"lunch meat"
351,"tortillas"
354,"pasta"
355,"mixes"
356,"sandwich loaves"
357,"lunch meat"
361,"lunch meat"
362,"pasta"
363,"hand soap"
364,"all- purpose"
366,"fruits"
368,"milk"
370,"all- purpose"
372,"beef"
375,"bagels"
376,"vegetables"
377,"hand soap"
378,"dinner rolls"
379,"soap"
380,"dinner rolls"
381,"toilet paper"
382,"beef"
383,"sandwich loaves"
384,"dinner rolls"
385,"mixes"
386,"yogurt"
387,"sandwich loaves"
388,"sandwich loaves"
389,"fruits"
390,"sandwich loaves"
391,"pasta"
392,"milk"
393,"vegetables"
394,"vegetables"
395,"soda"
396,"poultry"
397,"mixes"
399,"lunch meat"
400,"milk"
401,"lunch meat"
402,"hand soap"
403,"coffee/tea"
404,"sandwich bags"
405,"ketchup"
406,"tortillas"
407,"vegetables"
411,"laundry detergent"
412,"butter"
413,"sandwich loaves"
415,"beef"
416,"soap"
417,"bagels"
418,"toilet paper"
419,"cheeses"
420,"individual meals"
423,"vegetables"
424,"cereals"
425,"ketchup"
426,"butter"
427,"dinner rolls"
428,"juice"
429,"poultry"
431,"eggs"
432,"bagels"
433,"lunch meat"
435,"vegetables"
436,"laundry detergent"
437,"fruits"
439,"dinner rolls"
441,"spaghetti sauce"
444,"sugar"
445,"bagels"
446,"individual meals"
448,"cereals"
449,"vegetables"
450,"eggs"
452,"flour"
453,"soda"
455,"vegetables"
456,"fruits"
457,"milk"
458,"spaghetti sauce"
459,"juice"
460,"cheeses"
461,"lunch meat"
462,"paper towels"
463,"flour"
464,"ketchup"
465,"soap"
466,"milk"
467,"soap"
468,"juice"
469,"flour"
470,"aluminum foil"
471,"paper towels"
472,"cereals"
473,"dishwashing liquid/detergent"
474,"waffles"
475,"dishwashing liquid/detergent"
476,"dishwashing liquid/detergent"
477,"soda"
478,"sandwich bags"
479,"juice"
481,"shampoo"
482,"mixes"
484,"dinner rolls"
486,"soda"
487,"toilet paper"
489,"yogurt"
490,"cereals"
492,"toilet paper"
493,"bagels"
494,"soap"
495,"yogurt"
496,"pork"
497,"coffee/tea"
499,"soda"
500,"eggs"
501,"pasta"
502,"cheeses"
503,"pork"
504,"toilet paper"
505,"ice cream"
506,"sandwich bags"
507,"flour"
508,"flour"
509,"pasta"
510,"ice cream"
511,"spaghetti sauce"
512,"pork"
513,"soda"
517,"soap"
518,"coffee/tea"
520,"toilet paper"
521,"spaghetti sauce"
522,"juice"
524,"waffles"
525,"toilet paper"
526,"pork"
527,"individual meals"
528,"paper towels"
529,"mixes"
530,"sandwich bags"
531,"shampoo"
532,"eggs"
533,"mixes"
534,"vegetables"
535,"soda"
536,"all- purpose"
537,"coffee/tea"
538,"butter"
539,"beef"
540,"soap"
542,"cereals"
543,"fruits"
544,"milk"
545,"pasta"
548,"ketchup"
549,"pasta"
551,"cereals"
552,"vegetables"
553,"pork"
555,"poultry"
556,"soda"
557,"fruits"
558,"soda"
559,"butter"
561,"sandwich loaves"
563,"coffee/tea"
564,"sugar"
569,"lunch meat"
570,"vegetables"
571,"tortillas"
572,"milk"
573,"yogurt"
574,"soda"
577,"pasta"
580,"spaghetti sauce"
581,"ketchup"
582,"vegetables"
584,"spaghetti sauce"
585,"dishwashing liquid/detergent"
586,"hand soap"
587,"waffles"
588,"tortillas"
589,"cereals"
590,"aluminum foil"
591,"vegetables"
592,"ice cream"
593,"flour"
594,"yogurt"
595,"fruits"
596,"fruits"
597,"sandwich bags"
598,"paper towels"
600,"ketchup"
602,"laundry detergent"
603,"individual meals"
605,"butter"
606,"ice cream"
608,"lunch meat"
609,"pork"
611,"tortillas"
612,"bagels"
613,"aluminum foil"
614,"toilet paper"
616,"vegetables"
617,"dishwashing liquid/detergent"
619,"yogurt"
620,"all- purpose"
621,"dinner rolls"
622,"aluminum foil"
623,"beef"
624,"hand soap"
625,"pasta"
626,"sandwich loaves"
627,"flour"
628,"pasta"
629,"vegetables"
630,"dinner rolls"
631,"lunch meat"
633,"pasta"
634,"yogurt"
637,"all- purpose"
639,"toilet paper"
640,"toilet paper"
641,"soap"
644,"bagels"
646,"butter"
649,"laundry detergent"
651,"spaghetti sauce"
652,"hand soap"
653,"dishwashing liquid/detergent"
654,"all- purpose"
655,"lunch meat"
656,"all- purpose"
657,"dishwashing liquid/detergent"
658,"individual meals"
659,"lunch meat"
660,"bagels"
662,"spaghetti sauce"
663,"vegetables"
664,"cheeses"
665,"cereals"
668,"sandwich loaves"
670,"eggs"
671,"waffles"
672,"paper towels"
673,"toilet paper"
674,"yogurt"
675,"sugar"
676,"all- purpose"
678,"laundry detergent"
679,"dinner rolls"
681,"yogurt"
682,"aluminum foil"
683,"cereals"
684,"lunch meat"
685,"shampoo"
686,"vegetables"
687,"individual meals"
688,"eggs"
689,"pasta"
690,"cheeses"
691,"vegetables"
692,"mixes"
693,"flour"
695,"coffee/tea"
696,"pork"
697,"juice"
698,"shampoo"
699,"soap"
700,"paper towels"
702,"tortillas"
705,"pork"
706,"pork"
707,"cereals"
708,"shampoo"
709,"bagels"
710,"sandwich loaves"
711,"ketchup"
712,"spaghetti sauce"
714,"soap"
715,"lunch meat"
716,"mixes"
717,"vegetables"
718,"mixes"
719,"vegetables"
720,"milk"
721,"paper towels"
722,"sugar"
723,"sandwich loaves"
724,"cereals"
725,"sandwich loaves"
726,"waffles"
727,"dishwashing liquid/detergent"
729,"ice cream"
730,"hand soap"
731,"bagels"
733,"mixes"
734,"beef"
735,"laundry detergent"
738,"all- purpose"
739,"aluminum foil"
740,"yogurt"
741,"bagels"
742,"individual meals"
743,"cereals"
745,"individual meals"
747,"cheeses"
748,"tortillas"
749,"juice"
752,"soap"
753,"spaghetti sauce"
754,"vegetables"
755,"paper towels"
756,"paper towels"
757,"hand soap"
758,"vegetables"
759,"flour"
760,"soap"
761,"sugar"
762,"dishwashing liquid/detergent"
763,"cheeses"
764,"vegetables"
765,"dishwashing liquid/detergent"
767,"waffles"
768,"sandwich bags"
769,"dishwashing liquid/detergent"
770,"tortillas"
772,"pasta"
773,"tortillas"
774,"dishwashing liquid/detergent"
775,"toilet paper"
776,"poultry"
777,"mixes"
778,"shampoo"
780,"all- purpose"
781,"fruits"
782,"ketchup"
783,"lunch meat"
784,"flour"
786,"vegetables"
787,"mixes"
790,"soda"
792,"waffles"
793,"spaghetti sauce"
794,"mixes"
795,"cereals"
797,"waffles"
798,"yogurt"
799,"flour"
800,"aluminum foil"
801,"bagels"
802,"poultry"
803,"flour"
804,"cereals"
805,"bagels"
806,"juice"
808,"spaghetti sauce"
809,"pasta"
810,"dishwashing liquid/detergent"
812,"sugar"
813,"individual meals"
814,"milk"
816,"butter"
818,"bagels"
819,"mixes"
821,"sugar"
823,"pasta"
824,"vegetables"
825,"fruits"
826,"poultry"
827,"mixes"
828,"waffles"
830,"sandwich loaves"
831,"poultry"
832,"dinner rolls"
834,"sandwich loaves"
835,"coffee/tea"
836,"laundry detergent"
838,"ketchup"
839,"cereals"
840,"milk"
841,"fruits"
843,"lunch meat"
844,"coffee/tea"
845,"toilet paper"
846,"laundry detergent"
848,"dinner rolls"
849,"ice cream"
851,"pasta"
854,"butter"
855,"waffles"
856,"toilet paper"
857,"poultry"
858,"flour"
860,"toilet paper"
862,"vegetables"
864,"poultry"
866,"laundry detergent"
867,"butter"
869,"laundry detergent"
870,"vegetables"
871,"tortillas"
872,"all- purpose"
873,"coffee/tea"
874,"shampoo"
876,"mixes"
877,"juice"
878,"dishwashing liquid/detergent"
879,"dinner rolls"
880,"dishwashing liquid/detergent"
881,"aluminum foil"
884,"bagels"
885,"hand soap"
886,"butter"
887,"juice"
888,"cereals"
889,"yogurt"
890,"fruits"
892,"laundry detergent"
893,"yogurt"
894,"cereals"
895,"mixes"
896,"soap"
897,"ice cream"
898,"vegetables"
899,"eggs"
900,"juice"
901,"sandwich bags"
902,"cereals"
903,"dishwashing liquid/detergent"
904,"pork"
905,"laundry detergent"
908,"bagels"
910,"vegetables"
911,"dinner rolls"
912,"coffee/tea"
914,"vegetables"
915,"all- purpose"
916,"lunch meat"
917,"aluminum foil"
918,"lunch meat"
919,"aluminum foil"
920,"coffee/tea"
922,"poultry"
923,"tortillas"
924,"poultry"
926,"poultry"
929,"dinner rolls"
930,"pasta"
932,"yogurt"
934,"vegetables"
935,"bagels"
936,"individual meals"
938,"laundry detergent"
940,"waffles"
941,"fruits"
943,"paper towels"
944,"waffles"
945,"butter"
946,"paper towels"
947,"juice"
949,"soap"
951,"vegetables"
952,"juice"
953,"eggs"
954,"cheeses"
955,"sandwich loaves"
956,"vegetables"
959,"vegetables"
960,"hand soap"
962,"tortillas"
963,"sugar"
964,"dishwashing liquid/detergent"
966,"cheeses"
968,"vegetables"
969,"soap"
970,"dishwashing liquid/detergent"
971,"tortillas"
972,"yogurt"
973,"paper towels"
974,"shampoo"
975,"sandwich loaves"
977,"individual meals"
978,"cereals"
980,"sandwich bags"
981,"dinner rolls"
982,"sandwich bags"
983,"beef"
984,"tortillas"
986,"lunch meat"
987,"pork"
989,"vegetables"
991,"juice"
992,"dinner rolls"
993,"sandwich bags"
994,"juice"
995,"sandwich bags"
996,"hand soap"
998,"bagels"
999,"ketchup"
1000,"individual meals"
1001,"all- purpose"
1002,"laundry detergent"
1003,"laundry detergent"
1004,"ketchup"
1005,"vegetables"
1006,"dishwashing liquid/detergent"
1008,"all- purpose"
1009,"paper towels"
1010,"waffles"
1011,"beef"
1012,"aluminum foil"
1013,"beef"
1014,"eggs"
1015,"yogurt"
1016,"dinner rolls"
1017,"eggs"
1018,"soap"
1019,"tortillas"
1021,"tortillas"
1022,"aluminum foil"
1024,"lunch meat"
1025,"hand soap"
1027,"soap"
1028,"dishwashing liquid/detergent"
1029,"paper towels"
1030,"hand soap"
1031,"yogurt"
1032,"paper towels"
1033,"soda"
1034,"ketchup"
1037,"laundry detergent"
1038,"soap"
1040,"mixes"
1041,"butter"
1042,"flour"
1043,"poultry"
1044,"coffee/tea"
1045,"fruits"
1046,"hand soap"
1047,"juice"
1048,"cheeses"
1049,"dinner rolls"
1050,"butter"
1051,"sandwich loaves"
1053,"aluminum foil"
1056,"pasta"
1058,"individual meals"
1061,"paper towels"
1062,"coffee/tea"
1063,"aluminum foil"
1064,"eggs"
1065,"cheeses"
1066,"yogurt"
1067,"beef"
1068,"lunch meat"
1069,"pasta"
1070,"sugar"
1071,"flour"
1072,"sandwich loaves"
1073,"pork"
1074,"eggs"
1075,"aluminum foil"
1077,"eggs"
1078,"pasta"
1079,"soap"
1080,"spaghetti sauce"
1081,"all- purpose"
1082,"shampoo"
1083,"flour"
1087,"soda"
1089,"shampoo"
1090,"flour"
1091,"bagels"
1092,"shampoo"
1093,"individual meals"
1094,"pasta"
1095,"sandwich loaves"
1096,"sugar"
1097,"soda"
1098,"coffee/tea"
1099,"bagels"
1106,"ice cream"
1107,"paper towels"
1109,"hand soap"
1110,"juice"
1112,"ketchup"
1114,"ketchup"
1116,"beef"
1117,"soap"
1118,"mixes"
1119,"sandwich bags"
1120,"sandwich loaves"
1122,"dishwashing liquid/detergent"
1123,"toilet paper"
1124,"toilet paper"
1125,"vegetables"
1126,"all- purpose"
1127,"pork"
1128,"soda"
1129,"lunch meat"
1130,"pasta"
1131,"hand soap"
1132,"sugar"
1134,"cheeses"
1135,"sandwich bags"
1136,"vegetables"
1137,"sandwich bags"
1138,"paper towels"
1140,"sandwich loaves"
1141,"waffles"
1142,"vegetables"
1143,"spaghetti sauce"
1144,"soda"
1145,"vegetables"
1146,"tortillas"
1147,"ice cream"
1148,"cereals"
1149,"bagels"
1150,"eggs"
1151,"waffles"
1152,"pork"
1153,"shampoo"
1155,"poultry"
1156,"laundry detergent"
1158,"tortillas"
1159,"cereals"
1160,"mixes"
1161,"waffles"
1164,"butter"
1165,"soda"
1167,"cheeses"
1168,"individual meals"
1169,"poultry"
1170,"flour"
1171,"shampoo"
1172,"aluminum foil"
1173,"paper towels"
1174,"vegetables"
1176,"soda"
1177,"milk"
1178,"soda"
1179,"cheeses"
1180,"vegetables"
1181,"coffee/tea"
1182,"poultry"
1183,"sugar"
1184,"beef"
1185,"all- purpose"
1186,"aluminum foil"
1187,"pasta"
1188,"dishwashing liquid/detergent"
1190,"pasta"
1191,"dinner rolls"
1192,"paper towels"
1193,"spaghetti sauce"
1194,"cheeses"
1196,"all- purpose"
1198,"dinner rolls"
1199,"flour"
1201,"dinner rolls"
1202,"pork"
1203,"shampoo"
1204,"lunch meat"
1205,"soap"
1206,"fruits"
1207,"laundry detergent"
1208,"spaghetti sauce"
1209,"individual meals"
1210,"tortillas"
1212,"tortillas"
1213,"poultry"
1214,"mixes"
1215,"aluminum foil"
1216,"soap"
1217,"ketchup"
1218,"coffee/tea"
1219,"lunch meat"
1220,"cereals"
1221,"fruits"
1222,"hand soap"
1224,"hand soap"
1225,"pork"
1228,"vegetables"
1229,"fruits"
1230,"mixes"
1231,"hand soap"
1232,"laundry detergent"
1233,"vegetables"
1234,"bagels"
1235,"hand soap"
1238,"poultry"
1239,"fruits"
1240,"ketchup"
1241,"ice cream"
1242,"juice"
1247,"milk"
1249,"butter"
1250,"bagels"
1253,"pork"
1254,"paper towels"
1255,"soda"
1256,"shampoo"
1259,"spaghetti sauce"
1261,"fruits"
1262,"milk"
1263,"milk"
1264,"dinner rolls"
1265,"lunch meat"
1269,"pasta"
1270,"yogurt"
1271,"individual meals"
1273,"soda"
1274,"waffles"
1275,"waffles"
1276,"paper towels"
1277,"all- purpose"
1278,"vegetables"
1279,"hand soap"
1280,"soda"
1283,"vegetables"
1284,"mixes"
1285,"laundry detergent"
1286,"coffee/tea"
1287,"tortillas"
1288,"milk"
1289,"ice cream"
1290,"juice"
1291,"pasta"
1293,"waffles"
1294,"butter"
1296,"laundry detergent"
1298,"eggs"
1299,"vegetables"
1300,"mixes"
1301,"soda"
1302,"shampoo"
1304,"vegetables"
1306,"yogurt"
1307,"cheeses"
1308,"ketchup"
1309,"butter"
1311,"flour"
1312,"pasta"
1313,"individual meals"
1315,"ice cream"
1316,"tortillas"
1317,"hand soap"
1318,"spaghetti sauce"
1320,"all- purpose"
1321,"hand soap"
1322,"toilet paper"
1324,"all- purpose"
1325,"all- purpose"
1326,"butter"
1327,"pork"
1329,"mixes"
1332,"pasta"
1334,"soap"
1335,"soda"
1336,"coffee/tea"
1338,"shampoo"
1339,"lunch meat"
1341,"sandwich bags"
1342,"dishwashing liquid/detergent"
1345,"vegetables"
1347,"dishwashing liquid/detergent"
1348,"dinner rolls"
1349,"coffee/tea"
1350,"milk"
1351,"poultry"
1352,"pork"
1353,"individual meals"
1354,"soda"
1355,"vegetables"
1358,"aluminum foil"
1359,"sugar"
1360,"vegetables"
1361,"flour"
1362,"sandwich bags"
1366,"vegetables"
1367,"yogurt"
1368,"milk"
1370,"spaghetti sauce"
1372,"vegetables"
1374,"vegetables"
1375,"flour"
1376,"butter"
1377,"sandwich bags"
1378,"ketchup"
1379,"sandwich bags"
1381,"sandwich bags"
1382,"soap"
1383,"mixes"
1384,"soda"
1385,"spaghetti sauce"
1386,"eggs"
1387,"coffee/tea"
1388,"cheeses"
1389,"eggs"
1390,"cereals"
1391,"yogurt"
1392,"eggs"
1393,"laundry detergent"
1394,"pork"
1395,"ice cream"
1397,"pork"
1400,"vegetables"
1401,"flour"
1402,"beef"
1403,"sandwich loaves"
1406,"pork"
1407,"lunch meat"
1408,"poultry"
1409,"sugar"
1411,"bagels"
1412,"individual meals"
1414,"dishwashing liquid/detergent"
1415,"dinner rolls"
1418,"laundry detergent"
1419,"dinner rolls"
1420,"ketchup"
1421,"waffles"
1422,"lunch meat"
1423,"ice cream"
1424,"ketchup"
1425,"dinner rolls"
1426,"pasta"
1427,"pork"
1429,"ketchup"
1431,"milk"
1433,"cereals"
1434,"eggs"
1435,"toilet paper"
1436,"cheeses"
1437,"all- purpose"
1439,"fruits"
1441,"coffee/tea"
1442,"paper towels"
1443,"vegetables"
1444,"ketchup"
1445,"poultry"
1446,"eggs"
1448,"poultry"
1449,"flour"
1450,"ketchup"
1451,"poultry"
1453,"cereals"
1455,"ice cream"
1456,"laundry detergent"
1457,"cereals"
1458,"flour"
1459,"pork"
1460,"ketchup"
1461,"flour"
1462,"coffee/tea"
1463,"shampoo"
1465,"aluminum foil"
1467,"bagels"
1470,"lunch meat"
1471,"sandwich bags"
1472,"sandwich bags"
1473,"ice cream"
1475,"ketchup"
1476,"sandwich bags"
1477,"flour"
1478,"poultry"
1479,"dinner rolls"
1480,"pork"
1482,"toilet paper"
1483,"vegetables"
1484,"sugar"
1486,"laundry detergent"
1487,"all- purpose"
1488,"eggs"
1489,"pasta"
1490,"yogurt"
1491,"cheeses"
1492,"ketchup"
1493,"ice cream"
1495,"shampoo"
1496,"poultry"
1497,"dishwashing liquid/detergent"
1498,"spaghetti sauce"
1,"dinner rolls"
2,"individual meals"
3,"toilet paper"
5,"pork"
6,"bagels"
7,"all- purpose"
10,"fruits"
11,"cheeses"
12,"yogurt"
13,"soap"
15,"juice"
16,"soap"
19,"vegetables"
20,"dishwashing liquid/detergent"
23,"lunch meat"
24,"paper towels"
25,"juice"
26,"juice"
27,"waffles"
28,"tortillas"
31,"waffles"
32,"sandwich loaves"
33,"individual meals"
34,"beef"
35,"spaghetti sauce"
36,"vegetables"
38,"vegetables"
39,"all- purpose"
41,"soda"
42,"individual meals"
43,"soap"
44,"soda"
45,"toilet paper"
46,"beef"
47,"poultry"
48,"fruits"
49,"bagels"
50,"vegetables"
51,"sandwich bags"
52,"ketchup"
53,"soda"
54,"eggs"
55,"ice cream"
56,"yogurt"
57,"ketchup"
58,"all- purpose"
59,"lunch meat"
62,"fruits"
63,"pork"
64,"milk"
65,"toilet paper"
66,"laundry detergent"
67,"cheeses"
68,"fruits"
71,"butter"
72,"butter"
73,"spaghetti sauce"
74,"milk"
76,"dishwashing liquid/detergent"
79,"sandwich loaves"
80,"pork"
82,"beef"
83,"shampoo"
85,"waffles"
86,"pork"
87,"beef"
88,"fruits"
91,"ice cream"
93,"butter"
94,"vegetables"
95,"flour"
99,"tortillas"
101,"paper towels"
104,"spaghetti sauce"
105,"soap"
106,"cereals"
107,"beef"
108,"dishwashing liquid/detergent"
109,"all- purpose"
110,"flour"
111,"dishwashing liquid/detergent"
112,"eggs"
113,"all- purpose"
114,"lunch meat"
116,"sugar"
117,"cereals"
118,"vegetables"
119,"vegetables"
121,"fruits"
122,"juice"
123,"all- purpose"
124,"toilet paper"
125,"juice"
127,"poultry"
128,"beef"
130,"cheeses"
131,"eggs"
132,"toilet paper"
133,"coffee/tea"
134,"sandwich loaves"
135,"dishwashing liquid/detergent"
136,"vegetables"
137,"poultry"
138,"cereals"
139,"poultry"
143,"dinner rolls"
144,"laundry detergent"
146,"yogurt"
148,"beef"
149,"shampoo"
150,"dinner rolls"
151,"waffles"
153,"vegetables"
154,"vegetables"
156,"pork"
157,"hand soap"
159,"ketchup"
161,"milk"
162,"sandwich bags"
164,"all- purpose"
166,"spaghetti sauce"
167,"soap"
171,"lunch meat"
173,"dishwashing liquid/detergent"
174,"yogurt"
175,"paper towels"
176,"mixes"
179,"ice cream"
180,"mixes"
182,"yogurt"
184,"spaghetti sauce"
185,"vegetables"
187,"poultry"
188,"yogurt"
189,"eggs"
190,"vegetables"
191,"lunch meat"
192,"laundry detergent"
193,"paper towels"
197,"hand soap"
199,"toilet paper"
200,"vegetables"
201,"sugar"
202,"cereals"
203,"vegetables"
204,"bagels"
205,"paper towels"
207,"aluminum foil"
209,"pasta"
210,"spaghetti sauce"
211,"cereals"
212,"toilet paper"
215,"soap"
216,"soap"
217,"soda"
219,"all- purpose"
220,"paper towels"
221,"pasta"
222,"vegetables"
223,"pasta"
225,"waffles"
226,"yogurt"
227,"vegetables"
230,"dinner rolls"
231,"soap"
232,"vegetables"
234,"eggs"
235,"milk"
236,"hand soap"
237,"flour"
238,"tortillas"
239,"mixes"
240,"shampoo"
241,"poultry"
244,"coffee/tea"
245,"yogurt"
246,"ice cream"
249,"dishwashing liquid/detergent"
250,"juice"
252,"butter"
253,"pasta"
254,"hand soap"
257,"shampoo"
259,"flour"
260,"yogurt"
261,"cereals"
262,"milk"
263,"spaghetti sauce"
265,"sugar"
266,"cheeses"
268,"tortillas"
269,"sandwich loaves"
270,"waffles"
271,"butter"
272,"sugar"
273,"hand soap"
274,"ketchup"
276,"bagels"
278,"laundry detergent"
